id,straight_distance,network_distance,weekly_pa,sex,age,ses
2622,237,400,331,Male,35,V
2623,361,649,255,Female,19,V
2624,179,466,332,Male,55,II
2625,212,520,271,Male,54,V
2626,261,631,245,Male,41,V
2627,385,652,208,Male,42,IV
2628,863,1390,232,Female,57,II
2629,582,1177,288,Male,47,I
2630,780,1093,299,Female,60,IV
2631,192,811,337,Female,41,III
2632,118,490,309,Male,71,I
2633,164,404,338,Female,52,I
2634,137,537,292,Male,45,I
2635,1000,1448,255,Female,49,II
2636,180,460,321,Female,52,II
2637,927,1342,229,Male,55,V
2638,572,713,237,Male,52,IV
2639,142,346,268,Female,29,III
2640,242,498,335,Female,58,I
2641,531,719,237,Female,40,III
2642,384,970,287,Female,62,II
2643,63,439,346,Female,43,II
2644,735,1127,274,Male,42,II
2645,374,374,352,Female,51,V
2646,284,1021,253,Male,27,IV
2647,348,699,290,Female,55,V
2648,157,532,291,Female,57,III
2649,457,457,333,Female,56,I
2650,142,321,248,Female,62,I
2651,1000,1263,259,Male,59,I
2652,349,597,227,Female,58,III
2653,553,870,246,Male,41,V
2654,550,877,303,Male,48,V
2655,273,621,241,Male,53,III
2656,387,723,253,Female,72,I
2657,483,712,257,Male,66,V
2658,48,393,256,Male,46,III
2659,258,636,301,Male,48,II
2660,128,518,301,Male,53,V
2661,229,737,322,Female,55,I
2662,366,450,297,Female,57,V
2663,428,428,263,Female,58,V
2664,313,614,289,Male,52,I
2665,1000,1168,262,Female,61,V
2666,143,347,324,Female,51,III
2667,707,1011,265,Female,62,III
2668,244,611,286,Male,51,IV
2669,421,694,279,Female,51,III
2670,158,383,294,Male,63,IV
2671,148,623,259,Female,55,V
2672,163,163,279,Male,49,IV
2673,498,587,243,Male,50,III
2674,115,181,268,Female,55,IV
2675,56,439,287,Female,57,IV
2676,192,728,257,Female,43,I
2677,466,647,308,Female,64,IV
2678,133,491,225,Male,70,I
2679,216,422,303,Female,63,III
2680,835,1126,291,Female,50,I
2681,285,489,328,Female,49,V
2682,522,755,326,Female,35,III
2683,223,335,295,Male,61,III
2684,346,570,275,Male,50,III
2685,244,891,319,Male,48,IV
2686,162,445,264,Male,46,I
2687,271,433,288,Male,27,II
2688,550,939,313,Male,60,II
2689,264,757,346,Female,48,III
2690,280,783,276,Female,51,IV
2691,367,754,233,Male,27,II
2692,516,807,252,Male,68,II
2693,321,572,294,Male,40,V
2694,1000,1212,242,Male,24,I
2695,294,510,314,Female,64,I
2696,145,365,320,Female,34,III
2697,360,648,311,Female,45,II
2698,127,217,290,Female,70,V
2699,571,784,282,Male,49,III
2700,281,376,291,Male,40,IV
2701,413,840,283,Male,38,II
2702,93,263,279,Female,48,I
2703,217,546,245,Female,55,I
2704,653,980,285,Female,41,I
2705,230,613,306,Female,45,II
2706,351,678,279,Female,50,I
2707,236,657,291,Female,50,V
2708,309,640,305,Female,65,I
2709,303,599,276,Female,44,I
2710,347,861,272,Female,51,II
2711,230,536,306,Male,56,V
2712,1000,1490,296,Male,43,V
2713,369,580,267,Male,38,V
2714,646,880,268,Male,57,I
2715,282,690,253,Female,44,I
2716,274,644,281,Female,42,V
2717,171,525,303,Female,56,I
2718,665,1107,248,Female,47,III
2719,461,627,259,Male,59,V
2720,750,1151,246,Male,49,I
2721,607,952,323,Female,64,V
2722,192,453,352,Male,48,I
2723,376,984,308,Male,57,V
2724,292,639,280,Male,58,I
2725,558,558,320,Female,44,V
2726,550,550,285,Female,45,I
2727,956,1154,292,Female,62,IV
2728,203,765,222,Male,56,IV
2729,121,508,294,Female,57,II
2730,275,592,238,Male,61,II
2731,409,767,316,Male,62,II
2732,144,422,311,Male,51,IV
2733,148,553,255,Male,62,I
2734,410,880,286,Female,63,III
2735,115,192,276,Male,67,I
2736,322,754,327,Female,67,V
2737,338,600,272,Male,42,III
2738,207,450,308,Male,65,I
2739,574,771,303,Male,46,I
2740,161,405,312,Female,43,I
2741,848,1203,324,Female,50,IV
2742,324,371,283,Female,45,V
2743,276,624,277,Female,39,III
2744,147,697,318,Male,86,I
2745,211,571,290,Female,46,V
2746,207,578,281,Male,59,I
2747,230,381,292,Female,43,II
2748,301,417,321,Male,35,IV
2749,858,1307,271,Female,67,IV
2750,343,700,309,Female,60,III
2751,392,561,339,Male,41,V
2752,251,607,311,Female,63,I
2753,436,702,296,Male,37,II
2754,240,655,293,Male,55,V
2755,108,498,269,Female,52,I
2756,197,247,310,Male,42,IV
2757,356,373,330,Female,52,I
2758,297,476,255,Female,58,V
2759,220,756,259,Male,66,I
2760,188,522,292,Male,62,I
2761,263,396,303,Male,60,II
2762,96,563,341,Female,58,V
2763,197,527,342,Male,41,IV
2764,122,488,233,Male,59,I
2765,740,932,233,Male,28,IV
2766,301,746,256,Male,56,V
2767,673,898,278,Male,29,I
2768,772,1146,250,Male,57,II
2769,341,591,327,Male,34,IV
2770,68,465,276,Female,51,V
2771,870,1391,314,Female,47,III
2772,241,838,305,Female,50,IV
2773,776,783,284,Female,59,II
2774,416,807,255,Female,77,IV
2775,183,668,300,Male,49,II
2776,1000,1405,246,Male,36,V
2777,434,511,270,Female,39,IV
2778,580,821,248,Male,20,V
2779,245,661,259,Male,75,I
2780,297,587,270,Male,47,IV
2781,183,484,264,Female,58,IV
2782,383,613,329,Male,41,V
2783,178,410,309,Female,64,III
2784,259,472,286,Female,47,IV
2785,490,596,315,Female,49,V
2786,396,544,306,Male,50,IV
2787,105,576,295,Female,39,II
2788,209,498,330,Female,31,I
2789,295,552,282,Male,61,V
2790,398,669,319,Female,54,IV
2791,163,481,299,Female,62,II
2792,790,1379,293,Female,50,IV
2793,96,357,305,Female,49,II
2794,179,484,278,Female,57,V
2795,122,330,299,Female,62,III
2796,1000,1367,281,Male,55,III
2797,333,831,289,Female,45,IV
2798,869,1239,269,Male,63,I
2799,737,1254,305,Male,46,II
2800,147,269,342,Female,32,V
2801,313,519,287,Female,48,III
2802,127,567,320,Female,39,I
2803,232,769,260,Female,54,IV
2804,487,751,222,Male,59,V
2805,413,463,311,Female,41,V
2806,412,522,297,Female,42,I
2807,180,432,274,Female,39,III
2808,850,978,249,Female,61,III
2809,165,501,297,Male,66,IV
2810,1000,1074,298,Female,52,I
2811,759,1090,311,Female,47,II
2812,486,984,318,Female,38,IV
2813,887,1272,261,Male,43,IV
2814,192,460,257,Male,76,IV
2815,264,264,259,Male,50,I
2816,295,601,291,Female,66,II
2817,348,485,316,Female,57,V
2818,358,456,268,Female,57,II
2819,347,484,333,Female,54,II
2820,431,950,276,Female,56,III
2821,315,315,265,Male,55,IV
2822,1000,1249,274,Female,49,I
2823,223,819,274,Female,58,II
2824,545,898,269,Male,41,II
2825,626,1017,298,Female,40,V
2826,189,189,290,Male,65,V
2827,163,457,311,Female,55,II
2828,60,226,315,Male,55,II
2829,624,796,303,Male,24,V
2830,83,537,285,Female,51,II
2831,73,549,298,Male,67,V
2832,1000,1445,301,Male,52,I
2833,494,738,241,Male,48,II
2834,228,303,285,Male,69,V
2835,415,903,309,Male,49,III
2836,119,435,283,Male,55,II
2837,291,327,267,Male,38,V
2838,151,569,319,Female,63,V
2839,461,599,324,Female,47,II
2840,437,704,281,Male,33,II
2841,321,617,278,Female,60,III
2842,191,520,288,Female,38,I
2843,343,761,308,Male,56,V
2844,265,527,307,Male,45,I
2845,336,738,303,Male,48,I
2846,550,880,327,Female,55,I
2847,590,780,245,Male,25,IV
2848,311,561,328,Male,51,III
2849,337,568,311,Male,48,III
2850,201,487,230,Female,58,II
2851,352,763,311,Male,54,I
2852,109,280,266,Male,64,V
2853,228,588,291,Female,51,IV
2854,92,433,258,Female,55,III
2855,334,395,217,Male,46,V
2856,310,629,323,Female,55,IV
2857,216,499,279,Female,49,V
2858,713,950,297,Male,72,II
2859,224,308,279,Female,66,I
2860,908,1303,233,Male,37,II
2861,279,397,244,Male,49,IV
2862,55,410,272,Female,50,V
2863,789,1273,264,Female,39,II
2864,600,600,331,Female,43,I
2865,660,1043,305,Female,47,IV
2866,644,902,361,Female,70,IV
2867,234,454,260,Male,36,IV
2868,572,883,283,Female,62,I
2869,434,968,338,Female,60,I
2870,454,849,264,Female,55,V
2871,357,764,302,Male,81,II
2872,714,943,381,Female,40,I
2873,192,489,273,Female,55,II
2874,616,839,322,Female,43,III
2875,254,755,313,Male,63,III
2876,99,311,306,Female,46,V
2877,238,448,295,Female,39,II
2878,214,362,256,Female,47,V
2879,528,631,299,Male,50,IV
2880,301,725,233,Female,57,III
2881,166,485,321,Male,59,III
2882,289,289,287,Male,51,III
2883,326,683,227,Female,37,I
2884,213,369,335,Female,26,III
2885,108,472,303,Male,54,V
2886,173,653,286,Female,35,II
2887,127,301,321,Female,53,IV
2888,508,589,214,Female,43,I
2889,203,395,288,Male,66,IV
2890,663,993,308,Male,54,V
2891,1000,1180,260,Female,65,IV
2892,376,773,269,Female,51,III
2893,341,735,289,Female,59,V
2894,84,495,261,Female,58,II
2895,158,382,295,Male,59,II
2896,241,241,269,Male,50,II
2897,355,669,258,Male,65,II
2898,256,473,246,Male,51,III
2899,1000,1128,302,Female,32,IV
2900,186,552,329,Female,55,II
2901,319,728,311,Female,60,IV
2902,397,482,338,Male,49,III
2903,201,323,277,Male,66,IV
2904,593,751,278,Male,48,II
2905,122,398,372,Female,43,III
2906,918,1324,282,Female,26,V
2907,983,1275,244,Female,64,IV
2908,453,764,287,Female,42,II
2909,410,718,306,Female,41,I
2910,622,872,336,Female,51,I
2911,474,723,251,Female,60,II
2912,369,828,278,Female,58,I
2913,269,695,318,Female,55,I
2914,697,963,271,Female,59,V
2915,223,528,285,Female,52,II
2916,211,326,304,Male,58,I
2917,682,944,273,Male,50,II
2918,480,706,288,Female,51,I
2919,544,987,303,Male,63,V
2920,398,971,282,Male,39,II
2921,180,323,287,Male,42,IV
2922,785,973,286,Male,41,I
2923,263,722,297,Male,39,III
2924,260,601,307,Male,66,III
2925,219,543,294,Female,43,III
2926,379,581,322,Male,62,III
2927,1000,1602,327,Female,70,IV
2928,339,766,298,Male,39,I
2929,93,212,312,Female,46,III
2930,99,354,276,Male,55,III
2931,186,341,279,Female,59,V
2932,159,595,309,Male,44,II
2933,269,740,318,Female,58,V
2934,684,877,257,Female,43,II
2935,256,735,301,Female,63,I
2936,489,676,284,Female,50,I
2937,164,376,278,Male,46,III
2938,743,990,286,Female,41,II
2939,205,605,343,Male,32,I
2940,155,506,306,Male,46,IV
2941,984,1171,288,Male,68,IV
2942,133,482,303,Male,60,V
2943,493,652,264,Female,57,II
2944,431,431,329,Female,77,V
2945,387,854,253,Female,48,II
2946,298,471,263,Female,38,IV
2947,297,634,299,Female,60,I
2948,405,848,316,Female,64,III
2949,163,387,298,Male,43,III
2950,175,588,336,Male,54,III
2951,452,624,271,Male,67,III
2952,560,706,286,Male,41,V
2953,443,696,251,Female,67,IV
2954,560,1092,271,Female,49,IV
2955,699,954,276,Male,59,I
2956,293,470,276,Male,53,V
2957,315,839,334,Male,49,V
2958,734,1077,271,Female,39,I
2959,203,416,251,Male,60,V
2960,284,621,282,Male,44,I
2961,109,459,284,Female,61,I
2962,835,1056,274,Female,38,I
2963,118,341,301,Female,59,V
2964,173,331,290,Female,44,IV
2965,568,1018,272,Male,34,III
2966,258,581,361,Female,46,II
2967,254,603,304,Female,34,IV
2968,327,728,211,Female,39,I
2969,186,494,282,Male,38,IV
2970,103,439,280,Male,50,V
2971,338,672,318,Male,46,I
2972,80,306,268,Female,62,II
2973,286,695,308,Male,48,II
2974,228,766,292,Male,55,IV
2975,538,784,240,Female,46,IV
2976,577,1084,248,Female,50,IV
2977,1000,1121,270,Male,49,II
2978,175,401,321,Female,55,III
2979,592,687,303,Male,35,II
2980,333,605,316,Male,29,V
2981,82,417,351,Male,52,II
2982,305,772,264,Female,48,IV
2983,220,565,280,Female,43,II
2984,74,506,308,Female,62,II
2985,410,410,280,Female,42,V
2986,200,512,265,Male,25,II
2987,343,613,333,Female,46,V
2988,453,950,240,Female,48,III
2989,206,784,291,Male,64,II
2990,157,333,319,Male,54,I
2991,68,483,304,Male,54,I
2992,213,360,328,Female,58,V
2993,318,690,273,Male,67,IV
2994,243,586,310,Female,70,I
2995,483,531,238,Female,57,IV
2996,102,269,221,Male,57,I
2997,208,438,348,Female,62,II
2998,648,858,302,Male,18,V
2999,225,440,257,Female,51,III
3000,204,501,293,Female,31,V
3001,269,512,321,Male,60,I
3002,146,471,316,Male,58,IV
3003,599,967,320,Female,50,III
3004,786,1142,302,Male,39,I
3005,589,894,375,Female,46,II
3006,82,475,372,Female,31,II
3007,161,419,281,Female,50,II
3008,1000,1179,305,Female,38,II
3009,848,1089,312,Female,34,IV
3010,466,661,264,Male,45,IV
3011,141,402,257,Male,47,IV
3012,144,523,295,Female,54,V
3013,351,754,253,Female,42,V
3014,306,386,217,Male,37,II
3015,257,574,271,Female,61,III
3016,286,611,254,Male,44,III
3017,1000,1251,275,Male,38,I
3018,374,681,264,Female,63,I
3019,225,498,332,Male,48,III
3020,250,381,285,Male,58,IV
3021,227,523,287,Female,43,III
3022,92,353,283,Male,56,II
3023,415,589,298,Female,45,IV
3024,164,533,269,Male,35,I
3025,209,493,244,Male,38,V
3026,392,811,294,Male,51,V
3027,539,553,295,Female,65,I
3028,1000,1038,229,Female,44,IV
3029,364,760,240,Male,53,I
3030,445,920,304,Female,53,V
3031,401,492,325,Female,54,V
3032,192,754,312,Female,32,I
3033,591,1016,303,Male,41,III
3034,614,991,274,Female,60,III
3035,699,916,253,Female,54,II
3036,180,610,241,Male,48,V
3037,626,838,280,Female,62,I
3038,285,737,262,Male,43,II
3039,588,674,271,Female,37,IV
3040,266,527,276,Male,52,V
3041,213,539,258,Female,58,V
3042,654,914,271,Male,57,III
3043,972,1233,233,Male,60,III
3044,326,648,274,Female,38,IV
3045,279,763,249,Female,53,I
3046,71,308,305,Female,39,V
3047,1000,1000,246,Female,49,IV
3048,405,667,302,Female,57,III
3049,1000,1249,252,Female,48,V
3050,391,846,286,Female,65,III
3051,674,1130,280,Male,30,II
3052,937,1211,318,Female,54,II
3053,225,809,308,Male,46,III
3054,354,593,250,Male,60,I
3055,447,447,326,Male,38,V
3056,249,370,252,Female,63,IV
3057,1000,1150,294,Male,49,V
3058,237,643,299,Female,56,V
3059,301,301,343,Female,36,IV
3060,291,636,273,Male,57,V
3061,56,333,274,Female,49,II
3062,301,610,277,Male,48,IV
3063,555,612,230,Male,41,III
3064,433,618,255,Male,37,III
3065,288,695,291,Female,70,II
3066,607,959,285,Male,49,I
3067,106,515,354,Female,57,V
3068,200,555,305,Female,46,V
3069,109,502,272,Female,70,II
3070,515,659,226,Female,56,III
3071,913,1336,264,Male,73,II
3072,105,551,321,Female,47,IV
3073,147,375,314,Female,57,I
3074,891,1237,283,Female,43,II
3075,630,1039,309,Male,61,V
3076,250,458,304,Female,53,IV
3077,548,923,265,Male,45,II
3078,1000,1000,270,Female,48,III
3079,248,304,328,Male,62,III
3080,101,454,296,Female,51,III
3081,91,580,267,Male,32,IV
3082,93,588,304,Female,57,II
3083,828,1141,274,Female,57,II
3084,695,1431,300,Female,60,IV
3085,650,650,262,Female,52,V
3086,875,1256,263,Male,54,V
3087,1000,1318,254,Female,49,V
3088,1000,1055,294,Female,49,III
3089,747,1149,302,Female,58,V
3090,406,561,321,Male,42,II
3091,987,1149,269,Male,58,II
3092,588,851,240,Male,39,I
3093,161,423,323,Male,48,IV
3094,275,757,258,Male,55,I
3095,259,301,282,Female,61,II
3096,157,457,305,Male,58,III
3097,1000,1328,273,Male,47,III
3098,1000,1342,323,Male,50,I
3099,394,609,267,Female,54,III
3100,316,635,299,Female,67,V
3101,352,750,302,Male,53,I
3102,59,161,279,Female,58,II
3103,259,529,304,Female,40,III
3104,377,472,266,Female,51,II
3105,148,553,304,Female,46,I
3106,192,541,336,Female,58,I
3107,1000,1323,259,Male,39,II
3108,192,418,295,Female,54,V
3109,190,567,305,Male,64,II
3110,618,931,257,Male,50,I
3111,792,1196,334,Male,49,III
3112,188,316,277,Female,49,II
3113,286,462,283,Male,48,III
3114,339,860,281,Female,49,IV
3115,153,324,338,Male,41,IV
3116,147,315,265,Female,47,V
3117,332,636,257,Female,32,IV
3118,714,769,273,Male,69,IV
3119,137,499,295,Male,45,II
3120,702,979,271,Female,52,II
3121,254,431,336,Female,52,III
3122,154,407,278,Male,41,II
3123,287,737,280,Male,52,I
3124,390,802,277,Male,48,V
3125,243,616,312,Female,56,III
3126,156,376,252,Female,43,I
3127,1000,1314,274,Female,52,I
3128,193,367,270,Male,60,II
3129,949,1359,245,Male,53,II
3130,726,878,273,Female,47,I
3131,1000,1319,245,Male,51,II
3132,330,699,244,Male,44,IV
3133,1000,1595,285,Male,66,IV
3134,206,565,343,Female,39,I
3135,1000,1344,253,Female,58,III
3136,261,462,288,Male,41,I
3137,424,749,317,Female,76,IV
3138,326,406,320,Female,46,II
3139,245,433,295,Male,60,III
3140,125,532,317,Male,49,III
3141,48,323,254,Male,38,V
3142,121,422,332,Male,45,III
3143,139,554,297,Male,43,V
3144,104,402,288,Female,55,II
3145,599,773,285,Male,54,V
3146,153,473,299,Female,44,II
3147,148,198,306,Female,26,V
3148,448,448,281,Male,44,I
3149,295,648,326,Female,30,II
3150,419,585,274,Female,52,V
3151,534,724,291,Female,41,II
3152,1000,1347,306,Female,65,IV
3153,120,282,344,Male,67,III
3154,177,341,285,Female,48,II
3155,149,532,266,Male,54,I
3156,471,757,278,Female,45,III
3157,230,606,286,Male,55,I
3158,741,809,210,Male,45,V
3159,209,647,327,Male,61,III
3160,494,842,263,Female,34,V
3161,284,829,246,Male,54,III
3162,315,612,324,Male,61,II
3163,440,709,302,Male,58,II
3164,296,762,321,Female,47,III
3165,159,563,354,Female,53,V
3166,165,519,248,Male,57,V
3167,181,501,319,Female,34,I
3168,481,689,293,Male,65,IV
3169,179,685,262,Male,62,II
3170,190,409,297,Female,51,I
3171,129,705,359,Male,65,I
3172,86,476,318,Male,41,I
3173,1000,1296,256,Male,51,II
3174,575,1186,297,Female,49,I
3175,313,640,234,Male,33,I
3176,223,471,317,Male,66,III
3177,217,597,283,Female,46,IV
3178,421,976,280,Female,57,I
3179,536,903,287,Male,65,IV
3180,624,1147,265,Female,55,III
3181,210,563,290,Female,44,II
3182,665,951,256,Male,69,I
3183,68,446,303,Male,37,V
3184,326,721,286,Female,44,I
3185,147,361,290,Male,57,I
3186,317,538,264,Male,40,IV
3187,137,535,316,Female,40,I
3188,557,808,255,Female,72,V
3189,440,626,307,Female,73,I
3190,172,376,254,Female,53,III
3191,514,777,299,Male,55,III
3192,523,749,314,Female,58,V
3193,137,375,255,Male,41,II
3194,379,727,267,Male,57,IV
3195,792,1098,303,Male,60,V
3196,658,1007,251,Male,39,II
3197,110,539,324,Male,50,II
3198,198,739,250,Male,48,II
3199,837,1123,328,Male,47,V
3200,250,467,307,Female,56,II
3201,242,646,286,Female,62,V
3202,353,763,288,Male,64,II
3203,521,892,288,Male,48,V
3204,276,632,251,Male,38,III
3205,483,848,260,Female,43,IV
3206,421,911,256,Male,44,IV
3207,129,579,301,Male,46,I
3208,261,359,289,Female,42,I
3209,107,417,284,Male,43,II
3210,146,624,317,Female,51,III
3211,163,331,278,Male,47,II
3212,458,606,318,Female,67,I
3213,116,401,347,Female,40,V
3214,567,771,251,Male,64,IV
3215,588,677,297,Female,55,V
3216,149,583,293,Male,42,III
3217,91,287,247,Female,59,III
3218,250,439,314,Female,47,IV
3219,1000,1587,283,Male,46,I
3220,332,745,293,Male,52,I
3221,123,619,300,Female,52,I
3222,309,730,270,Male,50,I
3223,92,697,321,Female,74,II
3224,203,507,291,Female,57,II
3225,108,353,300,Female,44,V
3226,571,601,313,Male,49,III
3227,289,737,331,Female,50,I
3228,186,238,288,Male,65,III
3229,214,459,293,Male,48,II
3230,327,787,278,Female,54,III
3231,348,721,240,Female,54,I
3232,263,702,326,Male,60,IV
3233,345,595,258,Male,40,V
3234,389,623,277,Female,56,I
3235,421,679,221,Male,69,IV
3236,238,598,223,Female,54,I
3237,495,570,326,Female,51,IV
3238,244,600,321,Female,43,IV
3239,1000,1435,265,Male,67,IV
3240,97,571,265,Female,48,IV
3241,384,635,295,Female,64,IV
3242,302,489,330,Female,45,IV
3243,240,619,270,Female,48,I
3244,855,1015,242,Male,77,IV
3245,208,521,267,Male,55,I
3246,47,444,351,Male,52,III
3247,295,627,290,Female,60,III
3248,141,418,329,Female,60,III
3249,124,300,308,Female,53,IV
3250,182,470,311,Male,39,V
3251,203,476,285,Female,34,IV
3252,1000,1129,301,Female,60,V
3253,128,129,310,Female,61,II
3254,412,759,276,Female,45,I
3255,498,796,262,Female,50,IV
3256,581,837,274,Male,49,II
3257,368,508,274,Female,55,V
3258,293,614,263,Male,68,V
3259,1000,1415,251,Male,51,IV
3260,152,232,343,Female,45,I
3261,328,697,288,Male,55,II
3262,156,291,288,Male,50,I
3263,228,378,272,Male,61,III
3264,392,888,287,Female,61,II
3265,263,696,277,Female,59,III
3266,323,663,308,Female,39,IV
3267,431,833,304,Male,46,V
3268,269,478,339,Male,71,I
3269,1000,1020,219,Male,40,IV
3270,199,469,251,Male,66,I
3271,1000,1120,278,Female,62,IV
3272,107,460,315,Female,88,V
3273,214,584,240,Male,62,III
3274,422,790,327,Male,64,IV
3275,606,861,368,Male,50,II
3276,163,514,312,Male,40,II
3277,251,389,241,Female,59,I
3278,349,477,234,Male,62,I
3279,187,396,296,Female,32,II
3280,128,347,266,Male,36,IV
3281,180,602,296,Male,43,V
3282,302,595,311,Male,52,III
3283,277,493,279,Female,79,IV
3284,751,1026,283,Female,35,IV
3285,89,554,256,Female,43,III
3286,1000,1394,268,Male,54,V
3287,342,725,254,Female,64,IV
3288,160,466,287,Male,64,I
3289,914,1147,199,Female,53,V
3290,640,1014,297,Male,41,IV
3291,203,361,327,Female,61,IV
3292,368,672,247,Male,54,II
3293,191,744,306,Male,75,III
3294,166,753,298,Male,63,I
3295,207,768,279,Male,50,I
3296,973,1488,267,Female,46,V
3297,95,299,345,Male,41,IV
3298,568,790,314,Male,22,III
3299,246,520,318,Female,67,III
3300,621,744,268,Male,45,V
3301,381,613,273,Male,37,IV
3302,219,675,270,Female,44,III
3303,602,1183,347,Male,30,V
3304,240,513,319,Male,44,III
3305,157,229,292,Female,47,I
3306,353,630,256,Female,51,V
3307,683,1092,228,Female,50,IV
3308,301,301,285,Male,32,II
3309,202,284,320,Female,42,III
3310,147,247,328,Female,58,II
3311,760,1127,267,Female,58,II
3312,300,596,237,Female,53,II
3313,94,579,302,Female,60,V
3314,300,566,289,Female,42,I
3315,118,628,279,Female,56,II
3316,24,24,278,Male,39,V
3317,202,365,290,Female,46,IV
3318,598,795,295,Female,39,V
3319,640,887,260,Female,78,III
3320,212,338,304,Female,41,I
3321,132,412,301,Male,61,IV
3322,192,510,292,Female,48,I
3323,571,905,314,Male,66,II
3324,1000,1363,276,Male,43,V
3325,90,579,310,Female,68,II
3326,79,192,285,Female,45,IV
3327,319,644,276,Male,43,V
3328,404,814,316,Male,58,IV
3329,650,884,293,Male,52,IV
3330,476,671,267,Male,42,V
3331,241,532,294,Female,57,III
3332,217,562,328,Female,48,III
3333,222,862,274,Male,64,II
3334,324,792,310,Male,19,V
3335,457,895,306,Female,38,II
3336,104,422,268,Female,61,III
3337,225,459,256,Female,44,I
3338,637,958,278,Male,54,III
3339,109,368,282,Female,56,IV
3340,105,294,251,Male,48,II
3341,879,1163,289,Female,38,II
3342,221,523,236,Male,68,II
3343,230,531,290,Female,49,III
3344,179,376,277,Female,64,IV
3345,118,272,324,Female,53,III
3346,250,445,278,Male,63,IV
3347,441,832,316,Female,58,V
3348,365,838,273,Female,47,I
3349,200,550,305,Male,54,V
3350,443,560,261,Male,55,I
3351,485,903,281,Male,55,I
3352,242,463,309,Male,64,V
3353,385,385,302,Male,38,V
3354,511,807,285,Male,61,III
3355,266,565,259,Female,43,V
3356,1000,1389,251,Male,41,III
3357,462,703,283,Male,46,II
3358,822,918,278,Female,39,II
3359,471,768,220,Male,43,V
3360,87,389,275,Male,57,II
3361,815,1239,260,Male,52,I
3362,324,324,246,Female,54,IV
3363,548,1067,276,Male,50,III
3364,706,758,243,Male,56,V
3365,396,628,283,Female,53,II
3366,162,324,346,Male,67,III
3367,216,701,258,Male,30,III
3368,968,1246,253,Male,37,III
3369,555,824,240,Female,38,II
3370,400,782,264,Female,54,II
3371,911,1250,291,Male,65,IV
3372,513,952,285,Female,28,I
3373,219,219,354,Female,43,V
3374,202,748,302,Female,33,III
3375,392,782,317,Female,52,I
3376,117,418,351,Female,37,II
3377,354,619,306,Female,35,I
3378,529,1181,253,Female,49,II
3379,131,310,311,Female,51,I
3380,170,259,284,Female,38,V
3381,174,782,279,Female,63,IV
3382,112,372,260,Female,57,IV
3383,208,438,266,Female,47,III
3384,208,409,320,Female,58,II
3385,227,658,275,Male,54,II
3386,383,626,279,Male,44,III
3387,263,606,279,Female,58,I
3388,758,1006,250,Female,63,III
3389,351,765,296,Female,55,IV
3390,551,1080,293,Female,49,IV
3391,94,444,281,Female,54,III
3392,363,501,291,Female,67,V
3393,481,613,255,Female,61,I
3394,205,586,258,Female,60,IV
3395,244,503,226,Female,49,II
3396,208,508,330,Male,56,IV
3397,309,460,294,Male,39,I
3398,1000,1339,268,Male,49,V
3399,240,489,297,Female,62,I
3400,412,669,230,Female,63,II
3401,274,609,290,Male,65,IV
3402,631,631,329,Male,61,II
3403,274,274,327,Female,53,V
3404,122,345,287,Male,77,V
3405,132,260,293,Female,74,III
3406,410,654,297,Male,35,III
3407,338,338,256,Female,73,I
3408,142,521,305,Male,52,V
3409,170,358,290,Male,74,III
3410,268,652,318,Male,55,I
3411,522,997,305,Male,63,IV
3412,354,610,307,Male,68,II
3413,842,1314,229,Female,39,V
3414,179,527,331,Female,50,III
3415,245,521,258,Male,53,II
3416,667,743,304,Female,40,I
3417,333,669,325,Male,36,III
3418,554,554,265,Female,68,II
3419,616,1017,318,Male,54,V
3420,301,703,241,Female,34,III
3421,325,680,282,Male,49,V
3422,220,576,295,Female,70,II
3423,182,564,278,Male,31,V
3424,211,574,293,Female,69,III
3425,841,1203,244,Male,71,I
3426,254,524,285,Female,47,IV
3427,296,309,327,Male,40,I
3428,610,772,241,Male,58,III
3429,291,379,292,Male,60,II
3430,265,623,261,Male,47,IV
3431,232,533,317,Male,57,II
3432,257,580,327,Female,49,I
3433,442,639,337,Female,51,II
3434,399,600,265,Male,41,II
3435,744,1049,254,Male,45,II
3436,363,574,276,Male,46,V
3437,222,588,284,Male,67,II
3438,243,600,267,Male,27,II
3439,162,811,263,Female,58,I
3440,493,778,352,Female,48,I
3441,482,880,253,Male,51,V
3442,355,1028,309,Male,68,IV
3443,716,980,289,Female,36,I
3444,695,705,219,Male,60,II
3445,228,669,299,Male,46,III
3446,498,950,248,Male,42,I
3447,260,559,316,Female,49,I
3448,398,730,233,Female,66,III
3449,273,496,316,Female,47,V
3450,74,111,264,Female,35,IV
3451,587,587,270,Female,39,IV
3452,106,534,225,Male,33,V
3453,190,453,282,Male,43,I
3454,250,497,311,Female,43,I
3455,127,439,309,Male,32,II
3456,828,901,292,Male,31,II
3457,368,662,260,Male,43,V
3458,499,639,346,Female,50,V
3459,246,578,359,Male,44,II
3460,361,703,292,Female,42,IV
3461,597,875,287,Female,31,I
3462,111,450,269,Male,53,II
3463,480,832,296,Male,47,II
3464,354,1010,280,Male,39,IV
3465,557,559,287,Male,38,II
3466,132,311,286,Female,39,IV
3467,239,456,344,Male,54,III
3468,873,1293,243,Male,46,IV
3469,235,707,244,Female,29,III
3470,82,359,338,Female,69,V
3471,323,445,299,Female,40,III
3472,537,814,291,Male,44,V
3473,112,531,300,Female,59,II
3474,295,343,275,Female,51,III
